1. OPCODE: GU_GAME_ENTER_RES, LENGTH: 79, sha1: 899fe6bea6f11bd74ad0e86be95c149d690e072c
413. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: c00c748000670cbc1f95c9e101ede6f313328061
414. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 4fd6af3dae849a86997b1af1c766d68702b88c41
415. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: debfbd739315bf58497ef2b422aae937c6bd52f7
416. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 49469555227ac1958137bfdf0eb2d0b52056447f
417. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 7f65e8e36ae33a81923c3334238ae769af8769f6
418. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 3912f3de5c1efbccbb45c7f7e01d9a63edb22160
419. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 43a422aefeb65d020b1086361d30e8e3e34ba000
420. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 870da307751fcc3caa6dfce515255d87fa3c24b2
421. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 081dd81fa7162b4b58f5c29fbd79909f8738b77e
422. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 2320683dbeda7e965b2a660950394e7658e83361
423. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 50c055a965139af53dc2a9d09c96ba0ca4284068
424. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: b9752d906032a04c5e438c9be3135503dc4cbb97
425. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: d407f9d65eec4f887b8aa412dcda20ac407fa185
426. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: a4f9a9d1d5e79450c23b4a7561a3325cc6d5a5d8
427. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 7f1464ba479cd6f22d181acb27c403282b5fee28
428. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: e247875f1d22083e676fa00b6edc2d37a2173de7
429. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 8f8a366db5dbc5226263fef3338031508530c962
430. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 2a08b6cf1c17a53611304882977a71f592422192
431. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 4e557acdae974cde2f82ededa3b56b38d53fa38e
432. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: a69fa72f272c637aac520a00b464e3326535fba6
433. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 805914fb7025fca7c28513e108a67081758e55a0
434. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: fea6c6078e42c989f50a7144d3398fec0cc107c5
435. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: c04fab49b64b26eccbf269c4b3b860c3a5526c91
436. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 1305694a73366b5f01b55e2314aa971d30c288bd
437. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 2e624ff2b11884b71b8fa2beb241887c56fd86e8
438. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: ba2050e483225bf2c8ec00e7a9820ec444a3b772
439. OPCODE: GU_CHAR_MOVE_COLLISION, LENGTH: 24, sha1: 04324239bec7bd514bb5b200d4df4d145c7e0ebf
440. OPCODE: GU_TS_CONFIRM_STEP_RES, LENGTH: 13, sha1: 17af05ae154d0485bb68042a24ebda86760fc8cc
441. OPCODE: GU_CHAR_MOVE_COLLISION_END, LENGTH: 18, sha1: c73a2c72534a4cac594bf15bd425f31f2bfda9c0
442. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: d5a03812b3ed98f5e1b454d3c38aeab16c99c2cf
443. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 76ed86817a90215726bd18a4c79a201092fbd6ae
444. OPCODE: GU_CHAR_MOVE_COLLISION, LENGTH: 24, sha1: 760e8f54d6230fc0d894261f1bd0d9bd7a15af65
445. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: cadfad5dffa5eb3ec32aec5bea95cf90f2680233
446. OPCODE: GU_CHAR_MOVE_COLLISION_END, LENGTH: 18, sha1: 51cd84dc4a3a4f896bbf33322c535b82a5afb8de
447. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: afd4427773700636ead04d865d51202cc0ed44b7
448. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: b0270e3aa4295a6129ce9ea5dcb6e3fd18df63fc
449. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: bc72b945623299fe3bf90d5bc62d71dfb34e0642
450. OPCODE: GU_TS_CONFIRM_STEP_RES, LENGTH: 13, sha1: c0988acd5a75eed9ffce8f08ea2d69f25e813055
451. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 6b853a54c6ac18714bece66774a5770a706b1ead
452. OPCODE: GU_TS_CONFIRM_STEP_RES, LENGTH: 13, sha1: b03c28fa95404de54f09724c3e134d8eac3a5d39
453. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: f714ae4c25931267b08ef24f609df7120715d53e
454. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 715efaae846c81ca3f7536f500e07fc4e36dc60f
455. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 43745c32060f89d2107cbe197980de5b5e77d1ec
456. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: ddac164e37240295b7eb2aaea2d9b3504061f2e0
457. OPCODE: GU_CHAR_MOVE_COLLISION, LENGTH: 24, sha1: 3813365f09b97a9a212fcfa29d95c1e061a71829
458. OPCODE: GU_CHAR_MOVE_COLLISION_END, LENGTH: 18, sha1: e80fd8b0e29f6fff4e352edace8e2fa2162a1a04
459. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: f45cabfa5c129cff51276b1bd6e61d2c429f9e2b
460. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: bcfe45202ea40e69e06033fff91a8f53226f9121
461. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 59b1ada7e210e36c72d0f8081f7a01efcc9cf29f
462. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 08c4420f057e403631e93eb412b5a89f11f0a496
463. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 29d7b1d56c54d9bb2a02e1dcec8ff5495a00ce66
464. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 0756644f760b7d2bcb9f8d2aca1868ea7c3ab1be
465. OPCODE: GU_TS_CONFIRM_STEP_RES, LENGTH: 13, sha1: 8e702805d6e041cde5bd21bddd5afda52dded6b1
466. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: a299730e677bdcd833582079b7977a8ab2f6c1a7
467. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 0f0a065e4f9ac4d6d96983d123646f917dda22bc
468. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 0ff6ebd3fb436d0adcdc4191b319db880625d1be
469. OPCODE: GU_TS_CONFIRM_STEP_RES, LENGTH: 13, sha1: e28d9f960a487586c3b8c923db5c3318273f653f
470. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 6ea9c3f0e6bf0dcc73d1a8055f97ca84dd1de212
471. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: e0fdfe005799b47c09f85081fa360168a2db4b36
472. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: f66ec8d4dd81a40c7bb12e5731dc53c69e4ba44c
473. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 020d1dea7626654892f9e2f4477d69dcead39d65
474. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: c830b0e911bd687d3255d16993837f60a8d84706
475. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 2a40c6613c8c40b4c0ce72ca53df8b0c698dcb68
476. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: e9d585a2c10f8e8a96333b8b7d990fbaec54c837
477. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 0c2b36710504a9e246099451eaba2676e0817c38
478. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: df66de7ad9442aede1ea71cbeda2a5347b8b1c32
479. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: fbac7bcf83b48c550dbb96ea2f633ade5627deac
480. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 21bca606ba26beed3e4ddddbd1e0589849161014
481. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 7389fffc4fb8ded4c794e71c3ecea6002dd63e27
482. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 0dda8aad637a92e4f47457aed4307fa3ef153aeb
483. OPCODE: GU_CHAR_TELEPORT_RES, LENGTH: 58, sha1: 8e4b23b7d3c20d8f0e5d121f5ed662ab6b5a41dc
484. OPCODE: GU_AVATAR_WORLD_INFO, LENGTH: 156, sha1: 5395759fcbd1ecc2ce4e37bd69db72360ff10351
485. OPCODE: GU_AVATAR_ATTRIBUTE_UPDATE, LENGTH: 497, sha1: c2e75cfdf10fdf9ceaf8d98fb0ba41e20ae5fe7b
486. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 04f8bb8fcd8c59c9b56bc6415f95d55e06746999
487. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: e33be54642951ea42748172bc317467d1d8fe039
488. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: d7681851e915cd99ed646db25499b030fb3f5d93
489. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: e0793c7f479ac3b86bcd66457569757cad87afcc
490. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 1636cea9042b37cf088379382d9488dba0abe155
491. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: f4bf99ec5ba72f7204e4c356697e7da4e8026ccc
492. OPCODE: GU_ENTER_WORLD_RES, LENGTH: 4, sha1: 175414cc5989134d073f50e4883df0a59e01306a
493. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: d7d105165977ce37121dedf70cade194c6b4d14d
494. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 4ebb9216002b8bc1161a70f6690ee719afa54b45
495. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 8ed079e8e99b24f42fa9ca92516709a4eb3da0b7
496. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: e548103a7f0e8758674c108991b98c78b667b290
497. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 8f8f0f8b8e8745c064536a7184fa8d8c0ff5abc6
498. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 2480373964d3ed87676c195cd17aef021a8d33e8
499. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: eef2244b188315032aea5d5aa9a9121c545ff70b
500. OPCODE: GU_CASHITEM_HLSHOP_REFRESH_RES, LENGTH: 8, sha1: 0daa674aa81a0252e455a4a0d893d62bb9dd9aac
501. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: d35f27094eee2a7a1d63e5b2d9b233f894ccbf26
502. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 71c500a0e64064942c286b529faa2ce2db85d5ac
503. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 8a6b383072f7f4516367908ce053221226d508bc
504. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: f3c67387761e69595431be6c61165c393e7f070e
505. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 951bd50a306df15ac1b900905d95a810fe570492
506. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 39e283fa43f693170be878e5b265090aa73f5681
507. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: b281b34820af3fc4d33028f8337151cf1287faff
508. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: ddd07ebb5ebee5716f679992888812c77bb3c525
509. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: d9b01431aea0585c48f56797ae84a6760967aa6a
510. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: adb3062451ba7052c01faeac0f2d3ef20fcde65c
511. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 4a5581b5fd378095ccc09b13d42bd939b494a8b6
512. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: e9a7fbde97d063eb7c14b2e51a942da3ff4ce4dd
513. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 638946dc862300e94f806d781561f0a36a11021f
514. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: af20d693c62c66b10aa48482f82d283922129fcb
515. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: a206308fb5048e37ec8a82f478e751ef8e460bf2
516. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 2c4839e597380386020e1eb939ef94f6627bef55
517. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 239359e0cd00dd2bd67cd14dab8005119f951ad7
518. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: e2de87ba00d6c98cfb63e6dee305873ccdb0c122
519. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: a4f5fd0792cd6b4d73fdf0b42efbd88a186272fe
520. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: ccf91a3f6e56ded721bd89273b487bac6d4f1401
1. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: c9f56d6fdf1f84bb3c914ea713ffe4d96563c493
2. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 0767aa2398cee80e2d840fbe489d09c7ec5df9b3
3. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: d0d9c32baf1bdae888be0ae0926ec45ab047f8d1
4. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: b6fbc3df62c3a7f40e605e3aba401cde8c51d18f
5. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 705d9359581abb37d121274e0e1e54c395ed0511
6. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 1d4db3d9b25a21918a00e32014f571083476c890
7. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: c10339fab122658e48010501d9b2cbd7675f7459
8. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 63fe44534cfbea92a800a380e40993e4e7967708
9. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 6a973ae77484799818b37f0326ed4d4fedad297b
10. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: c2b821b2a04b440926285f5e8cab3072f307e1cb
11. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: d25491dc31ce1241aa45b4c6ddd96a4402b4c7a2
12. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 8bf1f95ab37b784899dff366ad09b882399163a8
13. OPCODE: GU_SCOUTER_ACTIVATION_RES, LENGTH: 20, sha1: 1c305335d96182f21b95df5a42f793721f2bb218
14. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 424df6f10e2c026923baaf11a86bd3e99934d64d
15. OPCODE: GU_TS_CONFIRM_STEP_RES, LENGTH: 13, sha1: cc7dae2de57fc638b0397af0ad60a1f9d78e8e69
16. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 8a1085e9d9356c9d3d87b95c1725b50520d12b48
17. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 59711b33e0586a5062c270481c9bdc2d999c7104
18. OPCODE: GU_AVATAR_ZONE_INFO, LENGTH: 7, sha1: 0eb005d3556a231d0d2240d4a77471210af2ac11
19. OPCODE: GU_TS_CONFIRM_STEP_RES, LENGTH: 13, sha1: 1f84aab8025d5539d7bbd3058372e773d914019f
20. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 09ae8df6e9fc98eb0881f170c843e5d410d628ff
21. OPCODE: GU_TS_CONFIRM_STEP_RES, LENGTH: 13, sha1: 32af97ba298978b21142b28871988fe010c30ee2
22. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: f5d690eed572fc28e931aeeb5b79bc8d4a0c3bad
23. OPCODE: GU_CHAR_TARGET_CHANGED, LENGTH: 10, sha1: f89af9b5e89e90d192da36f68f6b61f818b53553
24. OPCODE: GU_CHAR_TARGET_CHANGED, LENGTH: 10, sha1: f89af9b5e89e90d192da36f68f6b61f818b53553
25. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 055a087d4f5576e861a901f2b9d676917e1869d9
26. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: ac757d4ebf3c732c2c1d7acc52686804967a1298
27. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: ddedc3420620593e9bf621377d567e61a6ab28e1
28. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 3b17d4edde52a56d27be402fb83b4730a5ad69b0
29. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: afaa309c1d304c85855841c615bcf8a6ac0731fc
30. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 7f74457fbd50d7583edc9eac1f693b3fe6e07572
31. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 126e1885a08bf201e948c9c28d00c32d59bd07ff
32. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: f5eb9c1a09417404dda67607343b30c37ad358b0
33. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: f6ff6d7838251e002d2e8b483efbacd82d6a63a8
34. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: c05c9538e1c7cd48eabf2d04097782f06bfcf785
35. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 508fb51a215bf2245517e6e444d2350702315ccc
36. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 16f03c464b20f3ca3685fa8ca77a0eb1ae194766
37. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 044fd72d657b39fdb324a9ccce401c36369180d7
38. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 14ae2f4feacdf4f93cb7edeea1291422341bb519
39. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 741a9453f3f390dff1c4d3b408de3d9b7584bcc3
40. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 825ff8d0d5d77d233961bfb87614c836302ae8e7
41. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: d098162a48b3ad134840069dbded1dd64e8e5704
42. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: a231629e8429d5405fc3f7a8eaed92ed9e7f4fc7
43. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 5ec060de963484d5719617452eace84878fd77ba
44. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: e6728311fd5dc20373fc674faffa932c7ab4b944
45. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 1d2f2f3d859e8c9ed4767f69357c937cf9461b1d
46. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 380de0c323452a9705c308abf5c2a58ffc8db3ab
47. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 435c53b4ffc7e43038697c20c44a55623cfd7ba5
48. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 40669344b33e3f201cf7ac8c6f424c097cd2197b
49. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 23ae3d4ae533d160d25ab2539f4fc754b08557da
50. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 736c2ca43ecfda11be4909b2be52b085357e3215
51. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 773bf068bf0fae6d0c66f2c571687ca07e627c55
52. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: a01129e348cb226a3c00ad6b44f28f8efed814a5
53. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: d0de2fde3ebc3404dd1596639470d2012dcdf77e
54. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: ce2b5d0f8aac1d48fde368e43b4f19e600a2f0d6
55. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: ed7b073887569e01ceb6ff67527578bf917d92ac
56. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 72e5ef4fccb796d4380cd76f16f3a9247b64a522
57. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: a036b3b80531f76880a31fe307894645cf8b08b1
58. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 5351af1979644557c651ce2843f4ac9cbc3dcddf
59. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 4dabfc9ac5862c909b093da89a1bf3e6c87d5091
60. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 4b67e4404d74d13882c4d24a1ae59ce14eeeec59
61. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: f349d7292de352126d0ee221c9c1940e4444c292
62. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 74994a2c858cdd1ebc59223e1361223201442c36
63. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: b2dc9d84252e970855f4c986f7421586d54db3e3
64. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 1634199f40420abfa2e0c3aaa32fac6605a52ef4
65. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: bcab19d5062adda7528c01884acd70e8f9a1c09a
66. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 470815dc2cc3c6995c9fc6908721be129f7cd264
67. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: ba1f89cd1064793bd884a88b9f3239bcf15980b3
68. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 1cffac162e3a7d6b41a2b030f31df147fdac8681
69. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 95b7469d18a5334f99f10c64d48e890b971f4b2a
70. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: d87f80829ae2c971b3c01f54debb16a2ea44e404
71. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 50f795d2269f7fb2015763bdedb5b052799fd0fc
72. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: c0e787c5c8c46c8df34988bbcc513c7f600b52b7
73. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 60fef40d4c917feb6649f3fc0926e1335547796c
74. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 661fb3c264739d68eeb04349c61d0479ee14c0d1
75. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: c6464862fcb92c285a261c2ad4004a6db755aefa
76. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: f470019881b34d725e9d6cc6fc9999b24b126a68
77. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 96d50835b7f920d92ce5e5b3e61799a5677e4237
78. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: d767ea2ec58f47c9973c738e16c6c0ca8898d2cd
79. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 04f6acf852fabf77dabe4d5747003da4180c0c23
80. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 827531e70aa39b274af87ace35112caf38bdee13
81. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: b33586367f49ffc99868fe845e2cdc1e2cfe32b4
82. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 5675358c7c7a803204d8ffd1e947116153ec2fd2
83. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 80dda3e03717a66db26ee54c91696e5035d0d80e
84. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: ca040dda4de5f79cb120ae7ffd80c89edeedfe27
85. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: f4d228ba82f402c747b55449a4dac466730e55d2
86. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 8e348918c3bc3ecbbedb36592afac1f484362f9d
87. OPCODE: GU_OBJECT_CREATE, LENGTH: 1269, sha1: 9e312764af2242d44b6f36dd52dac527f2995b29
88. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 55cd662839c030dbe893ec1a57e0dd56990e8e8b
89. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 45ecbe9b6e271c3af85d1b7e8e641ff41949bc62
90. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: 020cf179d53a7f2fae03e3fb9b40b12e72e3357f
91. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 0c56f767f5341dbd783baee3091f9af032237c0d
92. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 24d8fc5be7d308114d1862af7b970c6156483b09
93. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: 10cfdb62ef22549f4d6de22942a17a305b988ab3
94. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: f170230feea0a295c33cb48393fd3787522835fa
95. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: cf24a977462b535a2af13ebb60c5aba75c0c9b7e
96. OPCODE: GU_TOBJECT_UPDATE_STATE, LENGTH: 16, sha1: f39c3ef7e10ec17bcc96744fadcf9800c7029b4f
97. OPCODE: GU_OBJECT_DESTROY, LENGTH: 6, sha1: 70bb2c620706e49ba5196e2d7a5d021053f92253
98. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 32b335bd0a5888c8de1de8a42083d28ad4e6f9bf
99. OPCODE: GU_CHAR_AIR_MOVE_SYNC, LENGTH: 24, sha1: e6b3806bc3af96e03633ef53826c51809686a4fc
100. OPCODE: GU_UPDATE_CHAR_STATE, LENGTH: 977, sha1: 4ea7a6493a7183699bb06722ca0acecf412a7804
